Alora Full Lesson Detail - Syllabus Lessons in Detail
Suggested Lesson Date,Lesson Number,Unit Name,Lesson Title,Video Link,Embedded Video Link,Time Stamps,Question Number,Question,Answer Choice A,Answer Choice B,Answer Choice C,Answer Choice D,Answer Choice E,Correct Answer,,,,,,
8/26,1,Money Management,Gross Pay v. Net pay,https://youtu.be/1IXAt33nz0A?si=IXLmspIMBqpM0Lwt,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/1IXAt33nz0A?si=UL_BN__G28kfYkZC"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:22,1,What is gross pay?,The amount of money earned after deductions.,The total amount of money earned before deductions.,The amount of money left after taxes are paid.,The amount of money earned on an hourly basis only.,-,B,,A,B,C,D,E
8/26,1,Money Management,Gross Pay v. Net pay,https://youtu.be/1IXAt33nz0A?si=IXLmspIMBqpM0Lwt,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/1IXAt33nz0A?si=UL_BN__G28kfYkZC"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:22,2,Which of the following is typically deducted from gross pay to calculate net pay?,Bonuses,Overtime pay,Taxes and benefits,Gross pay is not subject to deductions,-,C,,12,21,16,10,6
8/26,1,Money Management,Gross Pay v. Net pay,https://youtu.be/1IXAt33nz0A?si=IXLmspIMBqpM0Lwt,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/1IXAt33nz0A?si=UL_BN__G28kfYkZC"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:22,3,True or False: Net pay is the amount you see on your paycheck.,TRUE,FALSE,,,-,B,,,,,,
8/26,1,Money Management,Gross Pay v. Net pay,https://youtu.be/1IXAt33nz0A?si=IXLmspIMBqpM0Lwt,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/1IXAt33nz0A?si=UL_BN__G28kfYkZC"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:22,4,What is the best reason to understand the difference between gross and net pay?,To accurately report income for tax purposes.,To understand how much money you will actually take home.,To calculate work hours.,To negotiate a higher salary.,-,B,,,,,,
8/26,1,Money Management,Gross Pay v. Net pay,https://youtu.be/1IXAt33nz0A?si=IXLmspIMBqpM0Lwt,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/1IXAt33nz0A?si=UL_BN__G28kfYkZC"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:22,5,Which deduction is not typically taken from gross pay to arrive at net pay?,Federal income tax,Health insurance premiums,Social Security tax,Reimbursements for travel expenses,-,D,,,,,,
8/26,2,Money Management,Needs v. Wants,https://youtu.be/QyuU4wFIz3o?si=mNZBsXnTWSG6Awwh,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QyuU4wFIz3o?si=pvO7oL7rqTQ5Z0YL"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:18,1,Which of the following is a need in budgeting?,High-speed internet for a freelance graphic designer,A new smartphone every year,Dining out at restaurants,Brand-name clothing,Concert tickets,A,,,,,,
8/26,2,Money Management,Needs v. Wants,https://youtu.be/QyuU4wFIz3o?si=mNZBsXnTWSG6Awwh,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QyuU4wFIz3o?si=pvO7oL7rqTQ5Z0YL"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:18,2,True or False: A want is something that is essential for living.,TRUE,FALSE,-,-,-,B,,,,,,
8/26,2,Money Management,Needs v. Wants,https://youtu.be/QyuU4wFIz3o?si=mNZBsXnTWSG6Awwh,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QyuU4wFIz3o?si=pvO7oL7rqTQ5Z0YL"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:18,3,Which category would a monthly streaming service subscription fall under in a personal budget?,Need,Want,"Either, depending on the person's job","Either, depending on the person's budget size","Neither, it should not be included in a budget",B,,,,,,
8/26,2,Money Management,Needs v. Wants,https://youtu.be/QyuU4wFIz3o?si=mNZBsXnTWSG6Awwh,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QyuU4wFIz3o?si=pvO7oL7rqTQ5Z0YL"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:18,4,Which of the following best represents a want?,Electricity bill,Rent or mortgage payment,Health insurance,Vacation travel,Basic groceries,D,,,,,,
8/26,2,Money Management,Needs v. Wants,https://youtu.be/QyuU4wFIz3o?si=mNZBsXnTWSG6Awwh,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QyuU4wFIz3o?si=pvO7oL7rqTQ5Z0YL"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:18,5,True or False: Rent or mortgage payments are considered wants because they can vary in price.,TRUE,FALSE,-,-,-,B,,,,,,
8/26,2,Money Management,Needs v. Wants,https://youtu.be/QyuU4wFIz3o?si=mNZBsXnTWSG6Awwh,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QyuU4wFIz3o?si=pvO7oL7rqTQ5Z0YL"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:18,6,What is a practical step to take when your wants exceed your budget?,Increase your income,Cut out all wants,Focus solely on needs,A and C,"A, B, and C",D,,,,,,
8/26,3,Money Management,Purpose of budgeting,https://youtu.be/CbhjhWleKGE?si=JsMbRFF_uBbr7u6c&t=39,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/CbhjhWleKGE?si=JnR0iFGvKjTDnh3f&amp;start=39"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:39 - 1:43,1,How does budgeting help individuals?,It restricts spending on all items,It allows for unlimited spending,It provides a plan for how to spend and save money,It is only useful for tracking debts,It eliminates the need for savings,C,,,,,,
8/26,3,Money Management,Purpose of budgeting,https://youtu.be/CbhjhWleKGE?si=JsMbRFF_uBbr7u6c&t=39,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/CbhjhWleKGE?si=JnR0iFGvKjTDnh3f&amp;start=39"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:39 - 1:43,2,What is a key reason why budgeting is important?,"It ensures you can buy whatever you want, whenever you want",It helps in identifying areas of overspending,It makes it unnecessary to track expenses,It increases financial stress,It decreases savings,B,,,,,,
8/26,3,Money Management,Purpose of budgeting,https://youtu.be/CbhjhWleKGE?si=JsMbRFF_uBbr7u6c&t=39,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/CbhjhWleKGE?si=JnR0iFGvKjTDnh3f&amp;start=39"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:39 - 1:43,3,True or False: A well-planned budget cannot help in emergency financial situations.,TRUE,FALSE,-,-,-,B,,,,,,
8/26,3,Money Management,Purpose of budgeting,https://youtu.be/CbhjhWleKGE?si=JsMbRFF_uBbr7u6c&t=39,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/CbhjhWleKGE?si=JnR0iFGvKjTDnh3f&amp;start=39"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:39 - 1:43,4,Why is budgeting important for young adults?,To encourage spending on luxury items,To avoid learning about personal finance,It makes tracking expenses unnecessary,It guarantees wealth accumulation,It teaches financial responsibility and planning,E,,,,,,
8/26,3,Money Management,Purpose of budgeting,https://youtu.be/CbhjhWleKGE?si=JsMbRFF_uBbr7u6c&t=39,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/CbhjhWleKGE?si=JnR0iFGvKjTDnh3f&amp;start=39"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:39 - 1:43,5,What does budgeting allow individuals to do?,Plan for future expenses and goals,Live paycheck to paycheck,Ignore their financial situation,Accumulate debt more quickly,Spend without considering income,A,,,,,,
8/26,4,Money Management,Fixed v. Variable v. Periodic expenses,https://youtu.be/Niv9tE4bOac?si=nJX84yhrQgHMa3cK,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Niv9tE4bOac?si=nJX84yhrQgHMa3cK&amp;start=39"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:11,1,Which of the following is a fixed expense?,Grocery bill,Electricity bill,Rent,Dining out,Gasoline for your car,C,,,,,,
8/26,4,Money Management,Fixed v. Variable v. Periodic expenses,https://youtu.be/Niv9tE4bOac?si=nJX84yhrQgHMa3cK,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Niv9tE4bOac?si=nJX84yhrQgHMa3cK&amp;start=39"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:11,2,Which of the following best describes periodic expenses?,Expenses that are consistent every month,Expenses that vary in amount from one month to the next,"Expenses that occur on a regular, but not monthly, basis",Expenses that one can live without,Expenses that are always related to leisure activities,C,,,,,,
8/26,4,Money Management,Fixed v. Variable v. Periodic expenses,https://youtu.be/Niv9tE4bOac?si=nJX84yhrQgHMa3cK,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Niv9tE4bOac?si=nJX84yhrQgHMa3cK&amp;start=39"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:11,3,"How can understanding the difference between fixed, variable, and periodic expenses improve budgeting?",By aiding in the prediction and planning of monthly spending,By allowing one to spend without limits,By eliminating the need for an emergency fund,By making it unnecessary to track expenses,By focusing only on fixed expenses,A,,,,,,
8/26,4,Money Management,Fixed v. Variable v. Periodic expenses,https://youtu.be/Niv9tE4bOac?si=nJX84yhrQgHMa3cK,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Niv9tE4bOac?si=nJX84yhrQgHMa3cK&amp;start=39"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:11,4,True or False: Groceries are a variable expense because their cost depends on the amount purchased.,TRUE,FALSE,N/A,N/A,N/A,A,,,,,,
8/26,4,Money Management,Fixed v. Variable v. Periodic expenses,https://youtu.be/Niv9tE4bOac?si=nJX84yhrQgHMa3cK,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Niv9tE4bOac?si=nJX84yhrQgHMa3cK&amp;start=39"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:11,5,Which of the following is an example of a variable expense?,Internet subscription,Electricity bill,Mortgage payment,Car insurance,School fees,B,,,,,,
8/26,5,Money Management,Categorizing expenses into needs/wants,https://youtu.be/QyuU4wFIz3o?si=mNZBsXnTWSG6Awwh,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QyuU4wFIz3o?si=pvO7oL7rqTQ5Z0YL"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:18,1,Which of the following is typically considered a need?,Latest smartphone,Designer clothing,Monthly rent,Eating out at restaurants,Video games,C,,,,,,
8/26,5,Money Management,Categorizing expenses into needs/wants,https://youtu.be/QyuU4wFIz3o?si=mNZBsXnTWSG6Awwh,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QyuU4wFIz3o?si=pvO7oL7rqTQ5Z0YL"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:18,2,Health insurance is an example of:,A want,A need,A luxury,A discretionary expense,A variable expense,B,,,,,,
8/26,5,Money Management,Categorizing expenses into needs/wants,https://youtu.be/QyuU4wFIz3o?si=mNZBsXnTWSG6Awwh,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QyuU4wFIz3o?si=pvO7oL7rqTQ5Z0YL"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:18,3,Which of these items is most likely a want?,Electricity bill,Weekly groceries,Water supply,Annual vacation,Home repair,D,,,,,,
8/26,5,Money Management,Categorizing expenses into needs/wants,https://youtu.be/QyuU4wFIz3o?si=mNZBsXnTWSG6Awwh,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QyuU4wFIz3o?si=pvO7oL7rqTQ5Z0YL"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:18,4,"The purchase of a high-end laptop for personal use, when a basic model would suffice, is an example of:",A fixed expense,A need,A want,A periodic expense,A mandatory expense,C,,,,,,
8/26,5,Money Management,Categorizing expenses into needs/wants,https://youtu.be/QyuU4wFIz3o?si=mNZBsXnTWSG6Awwh,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QyuU4wFIz3o?si=pvO7oL7rqTQ5Z0YL"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:00 - 1:18,5,Saving for an emergency fund is categorized as:,A luxury,A want,A need,A discretionary expense,A variable expense,C,,,,,,
8/27,6,Money Management,Pay yourself first strategy,https://youtu.be/1tAVx-V8Qvw?si=FbNwafMSHNj0IgcX&t=8,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/1tAVx-V8Qvw?si=FbNwafMSHNj0IgcX&amp;start=8"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:08 - 1:38,1,"What does the ""pay yourself first"" strategy involve?",Spending on wants before saving,Saving a set amount of money before paying for any expenses,Paying off debts as soon as you get your paycheck,Investing all your money into stocks,Giving a portion of your income to charity,B,,,,,,
8/27,6,Money Management,Pay yourself first strategy,https://youtu.be/1tAVx-V8Qvw?si=FbNwafMSHNj0IgcX&t=8,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/1tAVx-V8Qvw?si=FbNwafMSHNj0IgcX&amp;start=8"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",0:08 - 1:38,2,"Why is the ""pay yourself first"" strategy considered beneficial for personal finance management?",It encourages impulse spending,It reduces your taxable income,"It ensures you save consistently, contributing to financial stability",It allows you to spend all your income without saving,It is only useful for high-income individuals,C,,,,,,
